Id,PostHistoryTypeId,PostId,RevisionGUID,Edit_TimeStamp,UserId,Edit_Comment
5344982,2,2610741,154f4a1c-fbf8-4065-8562-13280b258334,2010-04-09T20:36:57,299509,NA
8029718,5,2610741,c40ac2fd-d1dd-43b1-b7c0-4e1a206c0129,2010-09-30T09:51:17,299509,Added Mozilla‰Ûªs implementation.
10304086,5,2610741,54862a86-5328-4e45-9090-baee607e8073,2011-02-01T09:58:55,299509,Added a note on Opera.
13846436,5,2610741,373728c3-9bfe-4cf0-b5ef-bf1ae8fc36ae,2011-06-16T07:16:54,299509,"Added an example for textareas and input elements, and some notes about accessibility."
18766122,5,2610741,0d360572-b5e3-48e9-8552-8f04503c7a42,2011-12-04T17:21:19,106224,s... p... ace... space
21531558,5,2610741,2b2147a6-86d7-48a8-a559-c7f09086b022,2012-02-27T15:24:40,815724,"made correction: use ""::moz-placeholder"" throughout"
21543506,8,2610741,ec44d71a-c065-424c-82e7-d12bad71865d,2012-02-27T21:05:37,299509,Rollback to [0d360572-b5e3-48e9-8552-8f04503c7a42]
21543529,8,2610741,da59dd5a-87c8-46cc-b262-7d1c87ed4a77,2012-02-27T21:06:25,299509,Rollback to [2b2147a6-86d7-48a8-a559-c7f09086b022]
21543643,5,2610741,6346004c-03b0-4fe6-bae4-317ccb7454cc,2012-02-27T21:10:18,299509,Fixed a damaging edit and added a note about correct syntax.
28111299,5,2610741,00b11b28-4326-4191-9adc-338a62899329,2012-08-17T14:12:34,299509,added IE 10 support
28933232,5,2610741,b340f9bf-c988-4f0e-8c56-9f8ca163625c,2012-09-07T12:11:51,196844,link to Selectors Level 3 spec
32345593,5,2610741,dc9ba17c-6571-4a96-832e-4735a071d30f,2012-11-26T17:01:22,299509,added a note about the changed selector in Firefox 19
33850609,5,2610741,f854b571-d6e1-47a3-b9e9-4e7a116875a4,2013-01-01T00:24:12,299509,clean up this mess :)
34065244,5,2610741,8d2e4392-a9cb-4398-82d6-b9a99c19fe39,2013-01-06T14:07:47,299509,"separated -moz- selectors, hat tip @axel"
35049337,5,2610741,eb634c33-5414-49df-9178-ff59a13ed757,2013-01-27T01:56:05,517705,commenting CSS code accordingly
35049338,24,2610741,eb634c33-5414-49df-9178-ff59a13ed757,2013-01-27T01:56:05,,"Proposed by 517705 approved by 305637, 353852, 6234 edit id of 559371"
35747841,5,2610741,3fefe090-c49a-4ffb-8341-a8574713f98c,2013-02-10T02:05:58,299509,fixed selector
39895094,5,2610741,6e6eed7a-8791-4b0a-b0f6-44032336cc7b,2013-04-29T22:27:13,1624862,"Fixed a typo where it said ""double colon"". One double-colon would be two colons. A colon is :. If it was a double anything, it'd be a double-period."
39895095,24,2610741,6e6eed7a-8791-4b0a-b0f6-44032336cc7b,2013-04-29T22:27:13,,"Proposed by 1624862 approved by 458390, 299509 edit id of 696621"
44186159,5,2610741,fa411000-e000-470e-9ab2-3b9753a9ace6,2013-07-23T20:45:46,1016588,Added Syntax highlighting for css code
44186160,24,2610741,fa411000-e000-470e-9ab2-3b9753a9ace6,2013-07-23T20:45:46,,"Proposed by 1016588 approved by 1253844, 492620, 264775 edit id of 819376"
44300519,5,2610741,f492b945-7d70-419d-81ee-b089810b3067,2013-07-25T15:42:59,299509,Update support information for Opera 15+ and Blink.
64617714,5,2610741,a61fa15b-3ba7-423b-b20a-97d95baae28e,2014-05-07T21:39:37,1034080,Inline @jwinn's comment
64617715,24,2610741,a61fa15b-3ba7-423b-b20a-97d95baae28e,2014-05-07T21:39:37,,"Proposed by 1034080 approved by 1200865, 459579, 892130 edit id of 1321610"
73662685,5,2610741,12806701-8e53-4fba-8b7b-8d5d3e5bf32d,2014-09-17T05:23:57,710693,Added Stack Snippet.
73662686,24,2610741,12806701-8e53-4fba-8b7b-8d5d3e5bf32d,2014-09-17T05:23:57,,"Proposed by 710693 approved by 137065, 1999155, 299509 edit id of 1525336"
74396378,5,2610741,d0448ae4-6d72-493a-8e72-357bf3bcc4c1,2014-09-27T10:19:39,1402846,Fixed dead link to Opera forum (now points to Wayback Machine).
74587481,5,2610741,0877afeb-5b3c-4ebe-9bd0-8b963acb705b,2014-09-30T15:11:52,299509,Move sample color more away from browser defaults.
96318039,5,2610741,eab11362-0a69-4def-8a36-9240cc7e4ddf,2015-07-30T18:06:35,2756409,"Updated the link to the new Mozilla format to point to the MDN page like the rest, rather than the Bugzilla page, since it's been implemented for a while. Also updated IE versions"
96403546,5,2610741,3464dbf1-04c4-4322-bbc9-53fb5c1cdb3c,2015-07-31T19:07:35,1578594,"Microsoft Edge is tested - :-ms-input-placeholder does not work, ::-webkit-input-placeholder does. Microsoft Edge has switched to ::-webkit-input-placeholder"
96403547,24,2610741,3464dbf1-04c4-4322-bbc9-53fb5c1cdb3c,2015-07-31T19:07:35,,"Proposed by 1578594 approved by 2853746, 299509 edit id of 2007606"
96414644,5,2610741,20d2d722-6aa2-4fb9-b931-56aab13ba7dd,2015-07-31T23:02:53,1578594,Correction about IE9
96414645,24,2610741,20d2d722-6aa2-4fb9-b931-56aab13ba7dd,2015-07-31T23:02:53,,"Proposed by 1578594 approved by 3576984, 299509 edit id of 2007888"
105915847,5,2610741,dd0256d4-ba78-4c77-af71-e2f86159b060,2015-12-08T14:55:25,1121841,"separated the references from the actual pseudo classes codes so that it will be easier for developers/readers to copy-paste the presented pseudo classes; Also, rewrote a link text"
105916296,5,2610741,95bf45e5-309d-41ec-bcfd-d66fe6db7235,2015-12-08T15:00:32,1121841,"separated the references from the actual pseudo classes codes so that it will be easier for developers/readers to copy-paste the presented pseudo classes; Also, rewrote a link text"
107839369,5,2610741,567ac517-4df8-40bd-aace-883be5b8c260,2016-01-06T16:45:00,96656,Mention the standard :placeholder-shown
114231440,8,2610741,6a6af552-aace-4e0a-a301-a8c950e5fe4f,2016-03-27T20:10:11,299509,Rollback to [95bf45e5-309d-41ec-bcfd-d66fe6db7235]
145161998,5,2610741,2f8c1940-1256-425a-85e4-66e5e2a6bd7f,2017-05-11T15:10:12,299509,added `::-ms-input-placeholder` for microsoft edge
161112106,5,2610741,e431601f-d9ef-4c60-b34a-289f4808a910,2017-11-21T12:55:59,414385,Added update for using selector on modern browsers
161121461,5,2610741,0cd3dc18-dc35-4bc0-9ebd-84029bc40175,2017-11-21T14:52:27,299509,Rewrite the last edit to fit it better into the current format of the post.
164169263,5,2610741,bf7cf4c8-238a-479f-8c5b-ed8eb37e339c,2018-01-07T14:00:37,414385,Added highlight to the most straightforward answer
5411107,2,2641047,61055421-17db-44b4-98c5-e76745648a0d,2010-04-14T21:06:47,165737,NA
13060328,5,2641047,2881c5fc-c552-4e2b-96ad-78b97f03abd9,2011-05-17T23:33:17,165737,added 89 characters in body
32805538,5,2641047,7e92cec5-83d5-4d6d-865f-9d45b4c839d0,2012-12-06T04:27:31,165737,Updated for jQuery 1.8+
32805742,5,2641047,85a5f7fb-378f-4d71-8ef9-63ef894fd47f,2012-12-06T04:36:33,165737,added 2 characters in body
5432862,2,2651028,abba1099-3dd0-401d-bf5c-8ac2f97002e4,2010-04-16T06:23:21,128421,NA
29290425,5,2651028,3d96a727-2657-4e9f-9744-8465d8814678,2012-09-17T05:55:22,128421,added 720 characters in body
30898211,5,2651028,000b380d-e34c-4338-ac79-86ecbf150daa,2012-10-24T04:20:43,128421,added 4 characters in body
64118060,5,2651028,b2caeb3d-4de0-45ab-af3c-e76fe424d717,2014-05-01T00:14:20,128421,added 1481 characters in body
87838681,5,2651028,7f7f1d88-0a66-4e3b-bdc0-8d0e8afb28b0,2015-04-10T18:01:50,128421,added 701 characters in body
156656730,5,2651028,afde5475-ce17-45e1-962e-7812b0dc05ef,2017-09-21T10:01:38,4232185,New results for new ruby version
156656731,24,2651028,afde5475-ce17-45e1-962e-7812b0dc05ef,2017-09-21T10:01:38,,"Proposed by 4232185 approved by 6024122, 27009 edit id of 3316148"
158568437,8,2651028,30b44c47-64fd-423a-9893-577bc46a3543,2017-10-18T00:52:41,128421,Rollback to [7f7f1d88-0a66-4e3b-bdc0-8d0e8afb28b0] - Edit approval overridden by post owner or moderator
5435997,2,2652481,0f1f1605-e45d-4c14-a764-9e676a25ad14,2010-04-16T11:26:01,,NA
5436121,5,2652481,351bd470-e677-493a-9351-b92ee53c138d,2010-04-16T11:34:43,,added 86 characters in body
36237773,5,2652481,db8f8787-6d35-43bd-8d61-2944ec349ef6,2013-02-20T07:04:52,1383736,To return the method name as a string
36237774,24,2652481,db8f8787-6d35-43bd-8d61-2944ec349ef6,2013-02-20T07:04:52,,"Proposed by 1383736 approved by 6234, 771928, 572644 edit id of 592328"
169321539,5,2652481,9147b34a-d74e-4643-9ffe-1d72943b144f,2018-03-19T16:58:46,198536,"add necessary ""using"""
180415145,5,2652481,cebc16f9-63fc-49dd-a974-683d0cc040a5,2018-08-24T15:28:32,3800096,deleted 41 characters in body
5452095,2,2659808,84a0fd71-cdbd-4f7b-a4ab-64c29d6b2879,2010-04-17T19:58:24,193688,NA
20790957,5,2659808,9c202af4-43c2-43ea-97c1-e5faf05bef84,2012-02-07T02:58:36,211563,"Update broken links to working ones, some formatting"
20909341,5,2659808,24528e4d-0a94-469b-8ec7-714405e93a3e,2012-02-09T20:31:26,211563,Fix (still) broken link
80727216,5,2659808,38bbac1e-811d-4d39-8794-8e8968373b6b,2014-12-31T15:45:37,178651,"`git diff-index --quiet` should be `git diff-index --quiet HEAD`. `git diff-index --quiet` just returns usage, at least in git v2.2.1."
80727669,5,2659808,a40c9ac8-49e7-4361-95e0-072b7e6e8bff,2014-12-31T15:56:41,178651,undoing change I just made that was inaccurate
110696765,5,2659808,d67dde14-e11f-471d-8ef3-1f2c22f44036,2016-02-12T13:19:09,438982,spelling error.
132498638,5,2659808,80cff7cc-a265-4946-8224-52ad8226df58,2016-11-27T01:53:38,96823,typo
149468181,5,2659808,d638cdd5-20b5-4dbf-b0e0-4377625b2077,2017-06-15T19:55:08,-1,Make command work even if there's a file called HEAD in the tree; see https://stackoverflow.com/a/41646552
149468182,24,2659808,d638cdd5-20b5-4dbf-b0e0-4377625b2077,2017-06-15T19:55:08,,"Proposed by 212.51.139.187|de716590-187e-4b32-8e4e-a27da9986d07 approved by 263061, 193688 edit id of 3143158"
157356451,5,2659808,432a01ac-996b-4535-a8cd-4da2fa3a9a01,2017-09-30T18:42:42,17428,"git ls-files accepts ""--others"", not ""--other"""
5463054,2,2664746,dfb26f2d-a92f-416a-9c61-98f77b6e99c9,2010-04-19T01:27:14,131527,NA
58906360,5,2664746,fb2ce70e-e63f-46d8-bffe-2d383ce6e60e,2014-02-25T11:21:44,,"Removed obsolete ""because you are using the wrong variable"" since the OP was edited to correct this and if left behind, is confusing for new readers. Also added a link to the BASH man page with details of the Shell Parameter Expansion used in the answer."
58906361,24,2664746,fb2ce70e-e63f-46d8-bffe-2d383ce6e60e,2014-02-25T11:21:44,,"Proposed by 3104542 approved by 429972, 1072765, 292219 edit id of 1175352"
124974633,5,2664746,c3c29609-efa6-404f-b303-dfd7f3065d0c,2016-08-15T21:08:48,4518341,Better link. Made the part about other shells less verbose.
124974634,24,2664746,c3c29609-efa6-404f-b303-dfd7f3065d0c,2016-08-15T21:08:48,,"Proposed by 4518341 approved by 344286, 551899, 1076479 edit id of 2669942"
142218939,5,2664746,4632952a-098a-440d-ba95-38846d7a736c,2017-04-03T17:26:17,6136214,"Corrected factual error, added authoritative URL."
142218941,24,2664746,4632952a-098a-440d-ba95-38846d7a736c,2017-04-03T17:26:17,,"Proposed by 6136214 approved by 162070, 1022807, 15168 edit id of 3049601"
142277364,5,2664746,032bb852-996a-47bf-b15d-6362e1e96d75,2017-04-04T11:12:26,673282,added 126 characters in body
5537856,2,2699159,e0853a48-9d09-474f-bb07-a35739e1e4a9,2010-04-23T14:04:55,6260,NA
5546862,5,2699159,714a5a14-c99c-4ec4-9d81-3e90d224cb96,2010-04-24T04:42:55,6260,Cleared up phrasing.; added 1 characters in body
29617519,5,2699159,1e5410e2-0978-452a-ac62-fd4507c605dc,2012-09-24T23:51:22,268074,added 120 characters in body
98179813,5,2699159,81a3f360-d156-4561-b028-72ec3593166d,2015-08-25T13:16:03,6260,Adding PHP 7 version.
105460989,5,2699159,e5039ba2-0ef7-4d0a-a9cf-e3b2a104186e,2015-12-02T14:15:52,6260,Clears up required PHP versions
136763188,5,2699159,45cf69ef-bdc7-453f-9b0b-93d57d170743,2017-01-24T22:32:27,1015483,Added multi-column sorting.
177231099,5,2699159,0815e0a4-62e9-4cd3-8116-0b6e276b318e,2018-07-09T17:52:01,635279,"Added link of php manual for ""usort"""
177231100,24,2699159,0815e0a4-62e9-4cd3-8116-0b6e276b318e,2018-07-09T17:52:01,,"Proposed by 635279 approved by 1685196, 611685 edit id of 3805252"
181814781,5,2699159,282bc515-3dee-4805-94fd-1aa5d1b2a5c4,2018-09-15T00:36:03,6450661,"thought I'd improve the answer by adding quick access to more info about the ""spaceship operator"""
181814782,24,2699159,282bc515-3dee-4805-94fd-1aa5d1b2a5c4,2018-09-15T00:36:03,,"Proposed by 6450661 approved by 1730307, 5366641 edit id of 3915049"
5550361,2,2704795,45ef97cf-f5e9-44d3-b016-ed55b725318d,2010-04-24T14:28:51,88656,NA
5550407,5,2704795,a6de7efc-4c45-4c4d-b8f3-7ef6f6ad0d2b,2010-04-24T14:35:09,88656,added 109 characters in body
5550502,5,2704795,c802df81-2eb8-4574-bb35-30ab93b33d4d,2010-04-24T14:50:19,88656,added 996 characters in body; added 304 characters in body
5550641,5,2704795,6ec31162-a02c-45f8-8c2c-a89ae5c48242,2010-04-24T15:10:37,88656,added 722 characters in body
5550745,5,2704795,34045c00-ab79-4814-bbb3-e2bdf0b7e633,2010-04-24T15:26:02,88656,added 1294 characters in body
5550805,5,2704795,df876f1d-3b49-4103-9bc1-59ac92cd8f97,2010-04-24T15:31:05,88656,added 54 characters in body
5550898,5,2704795,8287087f-6826-4a0a-b631-a37129f33132,2010-04-24T15:38:43,88656,added 979 characters in body
5550988,5,2704795,2129e41e-f736-4043-96cd-dd16f8281921,2010-04-24T15:47:47,88656,deleted 2 characters in body
5554726,16,2704795,7c9813aa-481e-4d8f-ab10-4ead0820d546,2010-04-25T00:39:47,88656,NA
5554727,5,2704795,7c9813aa-481e-4d8f-ab10-4ead0820d546,2010-04-25T00:39:47,88656,added 124 characters in body
8328713,5,2704795,eb044ee8-baa0-4bfb-ba69-2ad191153e09,2010-10-19T00:42:52,311660,enhanced semantics by substituting the term 'amplified' with 'augmented'; edited body; edited body
8331298,8,2704795,50544f65-5647-4b3f-9ebc-2af4470bc0a2,2010-10-19T06:07:01,88656,Rollback to [7c9813aa-481e-4d8f-ab10-4ead0820d546]
14351325,5,2704795,ebcdd756-3093-44e8-87b4-a81644179afd,2011-07-05T07:18:48,3848,format list
29561032,5,2704795,2487c522-526a-4925-8695-a441be3d3821,2012-09-23T16:06:12,2621536,"syntax highlighting, minor corrections"
40067966,5,2704795,b05150bf-0a22-428e-8a61-949e4ad3448f,2013-05-03T06:02:41,88656,added 171 characters in body
64651989,5,2704795,0b1f5e08-33dc-4db5-828e-b516fa9a9bab,2014-05-08T09:36:07,862948,Named hyperlinks
170908590,5,2704795,91a5dc62-3f67-415e-bacc-2c80aa8d56de,2018-04-10T05:10:51,8554766,improved formatting
170908941,5,2704795,54b00980-6087-4b98-a106-ae7d044ad379,2018-04-10T05:19:09,8554766,improved formatting
170915548,5,2704795,534f607c-f20f-485c-bc58-e71b3f692463,2018-04-10T07:08:00,8554766,"improved formatting, added links to C# docs, added illustrations "
173508300,5,2704795,cd984297-0ceb-4400-ab4f-2e18c5408318,2018-05-16T06:33:56,8554766,"added ""Suggested, further reading"" section"
173509002,5,2704795,b998b995-474f-42f5-9ea5-89f4215236e3,2018-05-16T06:44:27,8554766,"added article description to ""Suggested, further reading"" section"
173545692,5,2704795,efbe92cb-dab6-4d74-b49f-ceb2df403ff3,2018-05-16T14:13:08,88656,Those diagrams are the worst things I've ever seen. Gah.
5596931,2,2725996,95c0fc37-9106-43aa-94fb-7a8c03e9ccf5,2010-04-28T00:03:34,200266,NA
5597026,5,2725996,97a8e506-8512-489b-8643-3b2afe47bff4,2010-04-28T00:15:37,200266,added 7 characters in body
8954926,5,2725996,36e290c8-d41b-40dd-8da0-773df3a861b9,2010-11-22T22:03:58,200266,added 2 characters in body
69665905,5,2725996,a746a8c6-0bf7-440a-b86d-8d9c693091f9,2014-07-19T06:27:59,1910171,fixed typo
69665906,24,2725996,a746a8c6-0bf7-440a-b86d-8d9c693091f9,2014-07-19T06:27:59,,"Proposed by 1910171 approved by 505649, 390388, 145621 edit id of 1440256"
116991934,5,2725996,7615c158-a8e3-4283-895a-04ef5184d640,2016-04-30T09:30:28,200266,Updated to Python 3 syntax
153972660,5,2725996,67794419-9901-4e41-8be7-d90865817867,2017-08-15T06:40:38,1637126,Made answer more concise.
153972661,24,2725996,67794419-9901-4e41-8be7-d90865817867,2017-08-15T06:40:38,,"Proposed by 1637126 approved by 1007939, 1657932 edit id of 3247432"
5689525,2,2768256,f5150f48-ea62-47d0-b6a7-7aadd536f439,2010-05-04T19:11:49,47161,NA
21872387,5,2768256,ba104e17-723a-46d9-b828-bdd427122836,2012-03-07T15:31:51,14753,added check for text only input boxes && jsLint validated
27272528,5,2768256,e3aa97c1-c0a7-42b2-b651-f951c970c2e6,2012-07-27T13:06:43,47161,Don't break password fields.
44678476,5,2768256,14a7ef86-c79d-4d1d-a0b4-41a40c536845,2013-08-01T16:05:14,47161,added 35 characters in body
62050998,5,2768256,c5b5d280-4b32-4ddf-8d62-b5de760dae3e,2014-04-03T23:36:30,1543300,Added 'email' input type for completeness
71551391,5,2768256,be2282e6-182d-4855-a733-2de8ba2a685f,2014-08-15T17:34:52,13495,"Added search and date types to prevent issues with backspace not working in those input types, and updated the formatting to make it a little easier to read the type chain."
97854324,5,2768256,5ef8f6a3-ed9a-49e9-9e5a-09e777abc8ab,2015-08-20T15:26:14,47161,Added check for type=number
123323192,5,2768256,8431215d-ac6e-4fb0-9766-d09e5e17b8f6,2016-07-23T23:19:42,122422,adding contenteditable and simplifying input type check
123323393,5,2768256,3ed34531-8cfb-4af9-8a85-289d0bef1478,2016-07-23T23:29:43,122422,edited body
123323564,5,2768256,c4232718-a184-4afc-bb85-32ea6082689d,2016-07-23T23:38:08,122422,rm my edit cause its incomplete
123441402,8,2768256,7987bf40-f10a-4f8d-9aff-f7149f724d7d,2016-07-25T21:03:34,47161,Rollback to [5ef8f6a3-ed9a-49e9-9e5a-09e777abc8ab]
123441425,5,2768256,48840baa-ddb0-4b71-819b-9e602b999ecc,2016-07-25T21:04:25,47161,Added support for contenteditable
123441522,8,2768256,bf2c3369-4ee8-4889-84a4-cdfaba4a6d79,2016-07-25T21:06:28,47161,Rollback to [5ef8f6a3-ed9a-49e9-9e5a-09e777abc8ab]
128760864,5,2768256,f8cfa9b8-2bae-41af-b5a0-861d6f441db8,2016-10-07T08:01:11,1525495,"As using jQuery, added support to it, to new HTML5 elements and added support for ""contenteditable"" being inherited from parents"
5827680,2,2831379,92edac0e-5c73-48e2-8a8f-bff95c9317e0,2010-05-14T01:45:36,67606,NA
5827712,5,2831379,47cdd6d8-3839-469d-a7d4-98c1c6348d55,2010-05-14T01:52:05,67606,added 223 characters in body
5827785,5,2831379,a966e9d4-8efe-47d6-83ba-9a6ada4d8f8b,2010-05-14T02:02:22,67606,added 139 characters in body; deleted 3 characters in body
32593775,5,2831379,ba52d5e0-4422-4c65-8d87-bdfa01bdd301,2012-12-01T13:06:55,1692942,inconsistent naming of .h file corrected
32593776,24,2831379,ba52d5e0-4422-4c65-8d87-bdfa01bdd301,2012-12-01T13:06:55,,"Proposed by 1692942 approved by 685641, 270280, 420303 edit id of 486617"
5836750,2,2835672,d2550379-afac-4d25-9ed8-72a88b39cf8b,2010-05-14T16:10:16,254617,NA
36378309,5,2835672,7d53ddd6-1550-4b97-ad61-28ff784d0872,2013-02-22T14:34:02,1489538,"typo pprint -> print, other minor edits"
36378310,24,2835672,7d53ddd6-1550-4b97-ad61-28ff784d0872,2013-02-22T14:34:02,,"Proposed by 1489538 approved by 1553090, 584518, 746961 edit id of 596521"
36432288,5,2835672,1bdcb280-b806-488b-97ac-2c34f1f78937,2013-02-23T16:23:40,254617,pprint was correct. I imported it from pprint and it is a 'pretty print' function. The other changes made in the previous edit are fine.
71437125,5,2835672,90657a6d-8201-4cc8-990d-2d4e7fd27af5,2014-08-14T05:23:19,3802759,corrected facts
71437126,24,2835672,90657a6d-8201-4cc8-990d-2d4e7fd27af5,2014-08-14T05:23:19,,"Proposed by 3802759 approved by 2456433, 114986, 426 edit id of 1479100"
86214535,5,2835672,ee69e4ed-9bd9-4f52-8026-a01baf96f3c1,2015-03-19T15:34:39,3974427,pythonic way to work with files
86214536,24,2835672,ee69e4ed-9bd9-4f52-8026-a01baf96f3c1,2015-03-19T15:34:39,,"Proposed by 3974427 approved by 481927, 1036728, 2820152 edit id of 1767896"
116595213,5,2835672,7bcb5d4b-8c70-4e2f-b4da-85a642728d2a,2016-04-25T20:13:32,254617,Fixed typo
122102862,5,2835672,5e2ae92d-ec97-414e-b9d4-8bd905954485,2016-07-07T09:12:12,356895,Improved formatting.
124051377,5,2835672,47237c99-bf53-48e7-bc5f-ac6ff3d3bce5,2016-08-02T22:58:52,128421,"edited for readability and grammar and remove ""Edit"" and ""Update""."
160409103,5,2835672,b28df6ab-17b4-4236-b127-f48ff49a03f5,2017-11-11T23:47:37,-1,"Shorter code, auto closes file."
160409104,24,2835672,b28df6ab-17b4-4236-b127-f48ff49a03f5,2017-11-11T23:47:37,,"Proposed by 186.216.99.128|95378393-2da2-4f4b-a8d1-cb7720023023 approved by 98693, 3000589 edit id of 3406112"
172690945,5,2835672,2d557ebb-e440-4312-8f4d-e610eae2346c,2018-05-04T08:22:57,636626,use with open statement to reliably close JSON file
5888699,2,2859275,124339eb-fcca-4801-84e8-62d35047048e,2010-05-18T16:43:11,18038,NA
10932087,5,2859275,fab06808-2f4d-4843-9701-81c923c8c3ff,2011-02-27T15:12:52,49376,added 85 characters in body
19325970,5,2859275,aa50b6f5-dcdb-4002-bdb5-97c2be5f49db,2011-12-21T17:35:49,18038,deleted 4 characters in body
21073171,5,2859275,6cfb1a62-0970-44ae-a0e1-9e414931bb35,2012-02-14T20:11:42,18038,Add example attribute error message
30612698,5,2859275,de4850af-2ddc-48f4-b3f2-a0cce7e6b984,2012-10-17T16:30:25,18038,Additional explanation
5936072,2,2880929,7405a10a-eb70-46cc-ae98-0456ef95542a,2010-05-21T09:29:17,94197,NA
6538593,5,2880929,e3bf2aac-71ea-4f31-935c-0a0a74e56eb9,2010-07-01T09:50:30,94197,Fixed to handle the `+` character
6538800,5,2880929,a0d39b35-2052-407f-b47b-db50d15d1543,2010-07-01T10:03:17,94197,"improved regex to handle value-less parameters, added link to array-style example; added 2 characters in body"
6539090,5,2880929,919ab721-5ffa-4048-be11-f9b124b41186,2010-07-01T10:23:05,94197,added 143 characters in body
6539521,5,2880929,9ea1f579-1cb6-4f45-ac8f-81977b08fff1,2010-07-01T10:55:55,94197,"Whoops, needed to replace + with a space before decoding."
6673200,5,2880929,86abc27e-5def-4669-8d65-88d75ae9fe72,2010-07-10T09:11:39,94197,added 1 characters in body
8086262,5,2880929,cc404af5-f5ad-463c-9139-6e64ea52d6d0,2010-10-04T11:19:12,94197,added 6 characters in body; deleted 7 characters in body
8086800,5,2880929,5dd5b869-a880-4afc-b6d0-fd827da10fdc,2010-10-04T11:56:02,94197,Improved efficiency by moving the addition symbol replacing regex out of the decoding function.
8531220,5,2880929,134dfabc-6183-4c37-97ca-93dbf40f2e70,2010-10-29T22:19:20,94197,added 1 characters in body
8722032,5,2880929,3abecca8-7e59-437a-9df0-1156b7737eb2,2010-11-10T10:07:52,94197,deleted 79 characters in body
8811096,5,2880929,7c563243-60f4-4d64-bd15-8f0d8e383912,2010-11-15T11:33:58,94197,added 2 characters in body
10384648,5,2880929,4a7f051e-633f-44fe-940c-baa08b0436d4,2011-02-04T09:35:42,94197,added 350 characters in body
10426934,5,2880929,48f2b374-bfb9-4556-b731-3e2f99200701,2011-02-06T15:07:10,94197,added 11 characters in body
10994640,5,2880929,d35e5694-4cb3-4ee6-a4b6-0d1bce987c1c,2011-03-01T21:53:19,94197,added 15 characters in body
14974263,5,2880929,b3f1879c-acaa-4ba2-b389-cfaf3e1422c7,2011-07-27T08:47:16,94197,deleted 9 characters in body
14998076,5,2880929,5d9129e1-7b7d-4439-ad53-ba34b7361615,2011-07-27T21:56:59,94197,added 274 characters in body
21113269,5,2880929,cfdcaa55-6f1d-42ac-afa8-15185c0172da,2012-02-15T18:59:49,94197,added 14 characters in body
25596697,5,2880929,cfc661fb-91b2-4247-9e3b-1f8494a94cab,2012-06-15T13:30:16,94197,added 56 characters in body
27244009,16,2880929,36f268cb-5e0e-4e9a-8e44-3ca467eabb2b,2012-07-26T20:29:06,1209721,NA
35178795,5,2880929,57cd496b-930e-4568-a393-54c05a967c5f,2013-01-29T15:28:58,94197,Added auto-updating script for when the page changes History states.
36615520,5,2880929,caf08050-1008-4616-8c2b-83638526d567,2013-02-27T10:17:33,94197,"Don't mind me, just testing doc links in code blocks"
64124754,5,2880929,5c9bbb62-a4d6-435a-afb9-dd906eb3c84b,2014-05-01T03:55:47,235704,"Cross-linked to posted ""polluted"" version (with apologies for the self-promotion)."
88163496,5,2880929,827ab0ca-495b-4f4c-bb2b-dc88e545d9a7,2015-04-15T12:19:56,187650,added snippet support :-)
104693853,5,2880929,04bd951b-b17c-4742-a9fd-7de7ca572950,2015-11-22T08:29:38,2910943,deleted 66 characters in body
147288614,5,2880929,6ed614e3-2ecd-4e85-a369-881e0e534115,2017-05-23T12:18:30,-1,replaced http://stackoverflow.com/ with https://stackoverflow.com/
5981613,2,2901298,ffad93ba-24bf-4ee6-9de7-b473069817d7,2010-05-25T00:41:00,28324,NA
20380041,5,2901298,e6f322b1-a13b-4f49-b5c7-2582edad5a90,2012-01-25T18:28:39,28324,Slightly simplified regex by removing unnecessary non-capturing modifier.
20380722,5,2901298,15452af0-0d02-4e8e-8228-2118e8b64d2e,2012-01-25T18:49:44,28324,Added explanation.
25205065,5,2901298,a78ba9e4-e228-4b28-a584-8745a4dc3ac2,2012-06-05T17:26:48,28324,Added function that doesn't add commas after decimal point.
36389605,5,2901298,06d058d8-950c-4c97-bf77-9cd97f173817,2013-02-22T18:23:48,28324,Split paragraph into 2
161151463,5,2901298,fe69b475-60d0-4c2f-9e35-3db2753d924b,2017-11-21T22:16:57,565877,update syntax to use es6
186467137,8,2901298,9e11cb44-84fe-45ea-8417-b8e200f2a4d2,2018-11-24T06:17:29,1423787,Rollback to [06d058d8-950c-4c97-bf77-9cd97f173817]
6019663,2,2918716,97920a74-c8b7-4f6c-a994-b86e6c3f57bd,2010-05-27T05:39:40,106224,NA
21885653,5,2918716,e6bf8285-9f31-40e2-ace5-6cbc07a7825f,2012-03-07T21:52:43,106224,added 457 characters in body; syntax highlighting hint for css
26357460,5,2918716,1ce6791c-3bd2-4560-8b9e-a063f65501bc,2012-07-05T10:12:59,106224,deleted 41 characters in body
111189865,5,2918716,827ec41a-5310-4fe7-8064-df13e65319b3,2016-02-18T17:39:08,106224,added 70 characters in body
6227620,2,3013910,6cc94abe-f4b1-49fe-8e69-bade51d4f574,2010-06-10T11:27:08,66502,NA
6234297,5,3013910,39ecf4dc-974a-42cf-8af7-73bab7de84f9,2010-06-10T17:38:29,66502,added 10 characters in body
125156598,5,3013910,0f215a9f-7019-4617-977b-058c36cf74fc,2016-08-18T05:13:20,802047,"Spelling, but moreover, brevity."
